date,p2tr_output_count,total_output_count,p2tr_output_share_pct,tx_spending_taproot_count,total_tx_count,p2tr_tx_share_pct,source_url
2023-03-18,57543,908822,6.3316,34606,296890,11.6562,https://mainnet.observer/csv/
2023-03-19,64506,825624,7.813,30892,269131,11.4784,https://mainnet.observer/csv/
2023-03-20,88289,983434,8.9776,44061,341288,12.9102,https://mainnet.observer/csv/
2023-03-21,73894,950530,7.774,39414,327932,12.019,https://mainnet.observer/csv/
2023-03-22,52250,911191,5.7343,19596,297575,6.5852,https://mainnet.observer/csv/
2023-03-23,36215,901366,4.0178,15918,295245,5.3915,https://mainnet.observer/csv/
2023-03-24,35185,912609,3.8554,15373,292095,5.263,https://mainnet.observer/csv/
2023-03-25,65680,873372,7.5203,37773,290197,13.0163,https://mainnet.observer/csv/
2023-03-26,58649,780963,7.5098,36272,261243,13.8844,https://mainnet.observer/csv/
2023-03-27,56433,885231,6.3749,29062,296557,9.7998,https://mainnet.observer/csv/
2023-03-28,54819,911313,6.0154,38021,316281,12.0213,https://mainnet.observer/csv/
2023-03-29,61733,965452,6.3942,33731,334637,10.0799,https://mainnet.observer/csv/
2023-03-30,63414,967941,6.5514,36838,326347,11.288,https://mainnet.observer/csv/
2023-03-31,37393,986636,3.7899,21550,308386,6.988,https://mainnet.observer/csv/
2023-04-01,100195,983648,10.1861,50459,319646,15.7859,https://mainnet.observer/csv/
2023-04-02,192717,968252,19.9036,104578,341622,30.6122,https://mainnet.observer/csv/
2023-04-03,122883,959432,12.8079,67528,332870,20.2866,https://mainnet.observer/csv/
2023-04-04,208309,1182309,17.6188,101469,421130,24.0945,https://mainnet.observer/csv/
2023-04-05,95944,1013087,9.4705,53071,346885,15.2993,https://mainnet.observer/csv/
2023-04-06,98994,1053724,9.3947,54867,354019,15.4983,https://mainnet.observer/csv/
2023-04-07,145240,1056430,13.7482,68089,355031,19.1783,https://mainnet.observer/csv/
2023-04-08,129188,926652,13.9414,69654,318505,21.869,https://mainnet.observer/csv/
2023-04-09,103480,792998,13.0492,62640,278404,22.4997,https://mainnet.observer/csv/
2023-04-10,59772,845614,7.0685,29738,289625,10.2678,https://mainnet.observer/csv/
2023-04-11,85855,1071718,8.011,44757,385002,11.6251,https://mainnet.observer/csv/
2023-04-12,75526,964393,7.8315,39600,338102,11.7124,https://mainnet.observer/csv/
2023-04-13,51751,970989,5.3297,30733,332042,9.2558,https://mainnet.observer/csv/
2023-04-14,39100,985432,3.9678,22487,315959,7.1171,https://mainnet.observer/csv/
2023-04-15,47991,864281,5.5527,26879,276185,9.7322,https://mainnet.observer/csv/
2023-04-16,36870,737376,5.0002,17824,232268,7.6739,https://mainnet.observer/csv/
2023-04-17,88788,932660,9.5199,45381,316193,14.3523,https://mainnet.observer/csv/
2023-04-18,57029,927383,6.1495,28565,312522,9.1402,https://mainnet.observer/csv/
2023-04-19,51924,918536,5.6529,23666,301722,7.8436,https://mainnet.observer/csv/
2023-04-20,42765,910237,4.6982,21331,296683,7.1898,https://mainnet.observer/csv/
2023-04-21,163211,1071794,15.2278,68761,352218,19.5223,https://mainnet.observer/csv/
2023-04-22,211581,1015337,20.8385,118402,354752,33.376,https://mainnet.observer/csv/
2023-04-23,421605,1145452,36.8069,211730,432760,48.9255,https://mainnet.observer/csv/
2023-04-24,174880,975494,17.9273,99383,360173,27.5931,https://mainnet.observer/csv/
2023-04-25,195216,1048260,18.6229,99049,369843,26.7814,https://mainnet.observer/csv/
2023-04-26,317993,1186302,26.8054,167826,436461,38.4515,https://mainnet.observer/csv/
2023-04-27,264996,1145405,23.1356,140222,418912,33.4729,https://mainnet.observer/csv/
2023-04-28,376818,1334507,28.2365,197028,483522,40.7485,https://mainnet.observer/csv/
2023-04-29,447422,1276713,35.0448,242995,486031,49.9958,https://mainnet.observer/csv/
2023-04-30,600204,1430999,41.943,336150,568516,59.1276,https://mainnet.observer/csv/
2023-05-01,696818,1681067,41.4509,409686,682281,60.0465,https://mainnet.observer/csv/
2023-05-02,390996,1235456,31.6479,223701,457708,48.8742,https://mainnet.observer/csv/
2023-05-03,324508,1293607,25.0855,193009,489559,39.4251,https://mainnet.observer/csv/
2023-05-04,400633,1295744,30.9191,234411,491123,47.7296,https://mainnet.observer/csv/
2023-05-05,303162,1167145,25.9747,174495,411429,42.4119,https://mainnet.observer/csv/
2023-05-06,642451,1525304,42.1195,378371,601134,62.9429,https://mainnet.observer/csv/
2023-05-07,812996,1496493,54.3267,460489,607883,75.7529,https://mainnet.observer/csv/
2023-05-08,663959,1456760,45.5778,401898,575051,69.8891,https://mainnet.observer/csv/
2023-05-09,654899,1480012,44.2496,395816,598256,66.1616,https://mainnet.observer/csv/
2023-05-10,738228,1653641,44.6426,434772,671668,64.7302,https://mainnet.observer/csv/
2023-05-11,558931,1408035,39.6958,334399,546549,61.1837,https://mainnet.observer/csv/
2023-05-12,507089,1331765,38.0765,298765,509159,58.6781,https://mainnet.observer/csv/
2023-05-13,681065,1427233,47.7193,393398,575640,68.341,https://mainnet.observer/csv/
2023-05-14,762591,1507473,50.5874,440196,631677,69.6869,https://mainnet.observer/csv/
2023-05-15,546240,1322633,41.2994,315044,526379,59.8512,https://mainnet.observer/csv/
2023-05-16,598218,1438435,41.5881,341783,566462,60.3364,https://mainnet.observer/csv/
2023-05-17,627143,1498364,41.8552,351718,583454,60.282,https://mainnet.observer/csv/
2023-05-18,454855,1270819,35.7923,254698,476704,53.429,https://mainnet.observer/csv/
2023-05-19,492723,1374479,35.848,281732,515474,54.6549,https://mainnet.observer/csv/
2023-05-20,406853,1137278,35.7743,233647,423736,55.1398,https://mainnet.observer/csv/
2023-05-21,530340,1248055,42.4933,306512,486625,62.9873,https://mainnet.observer/csv/
2023-05-22,518891,1290481,40.2091,283286,499281,56.7388,https://mainnet.observer/csv/
2023-05-23,539982,1321936,40.8478,299647,519870,57.6388,https://mainnet.observer/csv/
2023-05-24,330182,1103384,29.9245,184960,405521,45.6105,https://mainnet.observer/csv/
2023-05-25,477286,1270997,37.5521,234809,460167,51.0269,https://mainnet.observer/csv/
2023-05-26,491034,1367421,35.9095,280174,532373,52.6274,https://mainnet.observer/csv/
2023-05-27,481260,1214403,39.6293,275172,471633,58.3445,https://mainnet.observer/csv/
2023-05-28,564462,1278414,44.1533,304741,496158,61.4202,https://mainnet.observer/csv/
2023-05-29,593240,1400052,42.3727,328828,550324,59.7517,https://mainnet.observer/csv/
2023-05-30,509576,1337794,38.0908,277470,515246,53.8519,https://mainnet.observer/csv/
2023-05-31,353718,1163331,30.4056,192460,421579,45.6522,https://mainnet.observer/csv/
2023-06-01,203862,1051193,19.3934,111485,355986,31.3172,https://mainnet.observer/csv/
2023-06-02,422926,1436222,29.4471,219173,479437,45.7147,https://mainnet.observer/csv/
2023-06-03,303218,1062864,28.5284,169661,381453,44.4776,https://mainnet.observer/csv/
2023-06-04,318711,999059,31.9011,170014,364020,46.7046,https://mainnet.observer/csv/
2023-06-05,255742,1015088,25.1941,135412,359254,37.6926,https://mainnet.observer/csv/
2023-06-06,350756,1258871,27.8627,202598,462072,43.8455,https://mainnet.observer/csv/
2023-06-07,227731,1161701,19.6032,127687,433781,29.4358,https://mainnet.observer/csv/
2023-06-08,282216,1131134,24.9498,159838,407006,39.2717,https://mainnet.observer/csv/
2023-06-09,273759,1140117,24.0115,140412,387084,36.2743,https://mainnet.observer/csv/
2023-06-10,262944,1027961,25.5792,144323,365369,39.5006,https://mainnet.observer/csv/
2023-06-11,391001,1073829,36.4118,215408,399201,53.9598,https://mainnet.observer/csv/
2023-06-12,276994,1051344,26.3467,142276,370634,38.3872,https://mainnet.observer/csv/
2023-06-13,328075,1130348,29.0242,180313,410483,43.927,https://mainnet.observer/csv/
2023-06-14,214525,1001181,21.4272,102580,330658,31.023,https://mainnet.observer/csv/
2023-06-15,380422,1220749,31.163,185456,423069,43.8359,https://mainnet.observer/csv/
2023-06-16,518575,1382675,37.5052,264402,512202,51.6206,https://mainnet.observer/csv/
2023-06-17,481650,1226573,39.2679,264512,475252,55.6572,https://mainnet.observer/csv/
2023-06-18,468668,1136012,41.2556,258928,439868,58.8649,https://mainnet.observer/csv/
2023-06-19,326566,1061391,30.7677,196749,415604,47.3405,https://mainnet.observer/csv/
2023-06-20,420497,1196685,35.1385,212587,447715,47.4827,https://mainnet.observer/csv/
2023-06-21,214163,1022555,20.9439,111446,363280,30.6777,https://mainnet.observer/csv/
2023-06-22,265278,1084398,24.4632,141680,392041,36.1391,https://mainnet.observer/csv/
2023-06-23,246071,1070756,22.9811,134121,374001,35.8611,https://mainnet.observer/csv/
2023-06-24,278873,1024544,27.2192,153643,361437,42.5089,https://mainnet.observer/csv/
2023-06-25,350542,1044648,33.556,197048,382769,51.4796,https://mainnet.observer/csv/
2023-06-26,301450,1098609,27.4392,177235,403979,43.8723,https://mainnet.observer/csv/
2023-06-27,319763,1153577,27.7193,203584,434858,46.8162,https://mainnet.observer/csv/
2023-06-28,178723,945822,18.8961,116172,331278,35.0678,https://mainnet.observer/csv/
2023-06-29,290440,1211436,23.9749,187830,438193,42.8647,https://mainnet.observer/csv/
2023-06-30,263790,1241976,21.2395,184345,445197,41.4075,https://mainnet.observer/csv/
2023-07-01,165265,971824,17.0057,113064,324274,34.8668,https://mainnet.observer/csv/
2023-07-02,170117,854542,19.9074,118614,309920,38.2725,https://mainnet.observer/csv/
2023-07-03,133672,960382,13.9186,81738,328114,24.9115,https://mainnet.observer/csv/
2023-07-04,185732,1008655,18.4138,135423,375807,36.0353,https://mainnet.observer/csv/
2023-07-05,384290,1341790,28.6401,227074,496227,45.7601,https://mainnet.observer/csv/
2023-07-06,221135,1143863,19.3323,148405,392688,37.7921,https://mainnet.observer/csv/
2023-07-07,375608,1447570,25.9475,312838,556014,56.2644,https://mainnet.observer/csv/
2023-07-08,480531,1456200,32.999,373194,573697,65.0507,https://mainnet.observer/csv/
2023-07-09,600679,1476932,40.6707,410049,594265,69.001,https://mainnet.observer/csv/
2023-07-10,469634,1359439,34.5462,275955,507115,54.4167,https://mainnet.observer/csv/
2023-07-11,318531,1145141,27.8159,201444,432293,46.599,https://mainnet.observer/csv/
2023-07-12,356518,1280465,27.8429,232218,478320,48.5487,https://mainnet.observer/csv/
2023-07-13,219311,1071967,20.4587,136705,375859,36.3714,https://mainnet.observer/csv/
2023-07-14,248944,1212612,20.5296,161057,421666,38.1954,https://mainnet.observer/csv/
2023-07-15,347038,1293297,26.8336,283316,484980,58.4181,https://mainnet.observer/csv/
2023-07-16,523815,1461678,35.8366,406960,595145,68.38,https://mainnet.observer/csv/
2023-07-17,349877,1211716,28.8745,200634,428612,46.8102,https://mainnet.observer/csv/
2023-07-18,419966,1442868,29.1063,345251,582684,59.2518,https://mainnet.observer/csv/
2023-07-19,389563,1308794,29.765,241495,480249,50.2854,https://mainnet.observer/csv/
2023-07-20,258028,1131603,22.802,164660,400400,41.1239,https://mainnet.observer/csv/
2023-07-21,135133,993288,13.6046,82636,323847,25.517,https://mainnet.observer/csv/
2023-07-22,130231,839147,15.5195,101938,288750,35.3032,https://mainnet.observer/csv/
2023-07-23,508603,1366471,37.2202,372522,559624,66.5665,https://mainnet.observer/csv/
2023-07-24,401643,1312792,30.5946,304289,529923,57.4214,https://mainnet.observer/csv/
2023-07-25,316595,1258217,25.1622,229789,462586,49.6749,https://mainnet.observer/csv/
2023-07-26,288960,1208233,23.9159,214443,452746,47.365,https://mainnet.observer/csv/
2023-07-27,264911,1185523,22.3455,166143,413038,40.2246,https://mainnet.observer/csv/
2023-07-28,291813,1245293,23.4333,210463,449225,46.8502,https://mainnet.observer/csv/
2023-07-29,342612,1204659,28.4406,221983,423119,52.4635,https://mainnet.observer/csv/
2023-07-30,510442,1560325,32.7138,445714,645854,69.0116,https://mainnet.observer/csv/
2023-07-31,312429,1215578,25.7021,210111,445666,47.1454,https://mainnet.observer/csv/
2023-08-01,193536,1159618,16.6896,151645,412219,36.7875,https://mainnet.observer/csv/
2023-08-02,207477,1120293,18.5199,134115,390768,34.3209,https://mainnet.observer/csv/
2023-08-03,258928,1253093,20.6631,216889,476007,45.5642,https://mainnet.observer/csv/
2023-08-04,160876,983950,16.35,91871,318486,28.8462,https://mainnet.observer/csv/
2023-08-05,374966,1338384,28.0163,265697,500723,53.0627,https://mainnet.observer/csv/
2023-08-06,635764,1571836,40.4472,419875,607275,69.1408,https://mainnet.observer/csv/
2023-08-07,338148,1186305,28.5043,197289,427534,46.1458,https://mainnet.observer/csv/
2023-08-08,143956,969453,14.8492,88429,331194,26.7001,https://mainnet.observer/csv/
2023-08-09,357708,1308008,27.3475,258303,506746,50.9729,https://mainnet.observer/csv/
2023-08-10,250278,1115793,22.4305,123352,358039,34.4521,https://mainnet.observer/csv/
2023-08-11,307514,1319449,23.3062,265161,506538,52.3477,https://mainnet.observer/csv/
2023-08-12,355617,1293726,27.4878,294355,503934,58.4114,https://mainnet.observer/csv/
2023-08-13,380685,1238288,30.7428,314607,497112,63.2869,https://mainnet.observer/csv/
2023-08-14,408115,1426252,28.6145,335138,568517,58.9495,https://mainnet.observer/csv/
2023-08-15,419744,1483943,28.2857,344407,583063,59.0686,https://mainnet.observer/csv/
2023-08-16,321800,1396831,23.0379,323482,566878,57.0638,https://mainnet.observer/csv/
2023-08-17,330399,1333907,24.7693,250046,502274,49.7828,https://mainnet.observer/csv/
2023-08-18,262242,1261637,20.7859,169813,423207,40.1253,https://mainnet.observer/csv/
2023-08-19,278096,1283963,21.6592,310004,519780,59.6414,https://mainnet.observer/csv/
2023-08-20,469889,1492288,31.4878,421447,612461,68.8121,https://mainnet.observer/csv/
2023-08-21,442967,1468377,30.1671,319259,550074,58.0393,https://mainnet.observer/csv/
2023-08-22,170912,1099147,15.5495,180039,420857,42.7791,https://mainnet.observer/csv/
2023-08-23,256055,1145875,22.3458,191533,417822,45.8408,https://mainnet.observer/csv/
2023-08-24,193011,1103095,17.4972,171984,399151,43.0875,https://mainnet.observer/csv/
2023-08-25,209407,1188103,17.6253,184454,425192,43.3813,https://mainnet.observer/csv/
2023-08-26,340330,1324671,25.6917,291079,497513,58.5068,https://mainnet.observer/csv/
2023-08-27,249306,1055918,23.6104,235633,413594,56.9721,https://mainnet.observer/csv/
2023-08-28,165704,976897,16.9623,107240,331345,32.3651,https://mainnet.observer/csv/
2023-08-29,334246,1347452,24.8058,251383,500301,50.2464,https://mainnet.observer/csv/
2023-08-30,234919,1151509,20.401,171047,408001,41.9232,https://mainnet.observer/csv/
2023-08-31,241594,1257456,19.2129,169503,437435,38.7493,https://mainnet.observer/csv/
2023-09-01,219774,1228598,17.8882,154236,419548,36.7624,https://mainnet.observer/csv/
2023-09-02,376329,1425973,26.391,321389,539748,59.5443,https://mainnet.observer/csv/
2023-09-03,517254,1551818,33.3321,430026,625257,68.7759,https://mainnet.observer/csv/
2023-09-04,468541,1480319,31.6514,346917,573196,60.5233,https://mainnet.observer/csv/
2023-09-05,332347,1256614,26.4478,238889,462093,51.6972,https://mainnet.observer/csv/
2023-09-06,287306,1264323,22.7241,249313,485357,51.3669,https://mainnet.observer/csv/
2023-09-07,353916,1367905,25.8728,294933,537939,54.8265,https://mainnet.observer/csv/
2023-09-08,208699,1153711,18.0894,182953,414799,44.1064,https://mainnet.observer/csv/
2023-09-09,428659,1527016,28.0717,389631,597409,65.2201,https://mainnet.observer/csv/
2023-09-10,442196,1435138,30.8121,371871,558395,66.5964,https://mainnet.observer/csv/
2023-09-11,210003,1158590,18.1257,213919,459132,46.592,https://mainnet.observer/csv/
2023-09-12,276354,1221823,22.6182,220061,462328,47.5985,https://mainnet.observer/csv/
2023-09-13,290092,1294434,22.4107,273463,512446,53.3643,https://mainnet.observer/csv/
2023-09-14,379327,1481666,25.6014,340758,576215,59.1373,https://mainnet.observer/csv/
2023-09-15,512607,1783274,28.7453,451519,703692,64.1643,https://mainnet.observer/csv/
2023-09-16,428815,1514507,28.3138,389903,593144,65.735,https://mainnet.observer/csv/
2023-09-17,488439,1500992,32.5411,429000,611220,70.1875,https://mainnet.observer/csv/
2023-09-18,446930,1483059,30.1357,413968,635845,65.1052,https://mainnet.observer/csv/
2023-09-19,273110,1243748,21.9586,252954,493887,51.217,https://mainnet.observer/csv/
2023-09-20,366667,1363706,26.8875,304832,551783,55.2449,https://mainnet.observer/csv/
2023-09-21,233589,1171871,19.933,201624,431540,46.722,https://mainnet.observer/csv/
2023-09-22,251119,1211908,20.721,210971,441679,47.7657,https://mainnet.observer/csv/
2023-09-23,511777,1528461,33.4832,425785,629617,67.626,https://mainnet.observer/csv/
2023-09-24,275632,1117022,24.6756,247030,441181,55.9929,https://mainnet.observer/csv/
2023-09-25,60629,869995,6.9689,42329,285750,14.8133,https://mainnet.observer/csv/
2023-09-26,93918,903764,10.3919,62430,309789,20.1524,https://mainnet.observer/csv/
2023-09-27,92614,940600,9.8463,88935,337265,26.3695,https://mainnet.observer/csv/
2023-09-28,104409,1009121,10.3465,129603,378975,34.1983,https://mainnet.observer/csv/
2023-09-29,108963,1036479,10.5128,61741,330269,18.6942,https://mainnet.observer/csv/
2023-09-30,85937,878127,9.7864,47523,275474,17.2514,https://mainnet.observer/csv/
2023-10-01,176029,935205,18.8225,100721,320516,31.4246,https://mainnet.observer/csv/
2023-10-02,161676,1028094,15.7258,66330,344263,19.2672,https://mainnet.observer/csv/
2023-10-03,89230,952130,9.3716,41783,310664,13.4496,https://mainnet.observer/csv/
2023-10-04,86037,904522,9.5119,38269,287430,13.3142,https://mainnet.observer/csv/
2023-10-05,117221,995053,11.7804,56554,319310,17.7113,https://mainnet.observer/csv/
2023-10-06,85959,965527,8.9028,42442,298650,14.2113,https://mainnet.observer/csv/
2023-10-07,60936,829746,7.3439,24788,244567,10.1355,https://mainnet.observer/csv/
2023-10-08,92204,778823,11.8389,49452,242440,20.3976,https://mainnet.observer/csv/
2023-10-09,100871,835415,12.0744,50834,283648,17.9215,https://mainnet.observer/csv/
2023-10-10,85207,880073,9.6818,40351,285060,14.1553,https://mainnet.observer/csv/
2023-10-11,46444,834087,5.5682,20991,264600,7.9331,https://mainnet.observer/csv/
2023-10-12,48917,866135,5.6477,20828,267090,7.7981,https://mainnet.observer/csv/
2023-10-13,56611,922873,6.1342,25467,279518,9.111,https://mainnet.observer/csv/
2023-10-14,85873,863421,9.9457,43267,265220,16.3136,https://mainnet.observer/csv/
2023-10-15,106541,800442,13.3103,54323,251923,21.5633,https://mainnet.observer/csv/
2023-10-16,84225,910601,9.2494,42334,299782,14.1216,https://mainnet.observer/csv/
2023-10-17,81615,899634,9.072,38776,294257,13.1776,https://mainnet.observer/csv/
2023-10-18,59809,846428,7.066,27480,271345,10.1273,https://mainnet.observer/csv/
2023-10-19,61996,886539,6.993,27274,282007,9.6714,https://mainnet.observer/csv/
2023-10-20,51352,964743,5.3229,22355,295888,7.5552,https://mainnet.observer/csv/
2023-10-21,83366,884753,9.4225,37224,270621,13.755,https://mainnet.observer/csv/
2023-10-22,101493,818093,12.406,39548,252457,15.6652,https://mainnet.observer/csv/
2023-10-23,81866,913097,8.9658,36692,301780,12.1585,https://mainnet.observer/csv/
2023-10-24,173085,1072175,16.1434,92836,373854,24.8322,https://mainnet.observer/csv/
2023-10-25,365831,1266235,28.8912,204368,476549,42.885,https://mainnet.observer/csv/
2023-10-26,310056,1200317,25.8312,168573,431256,39.0888,https://mainnet.observer/csv/
2023-10-27,352287,1275883,27.6112,187654,452816,41.4416,https://mainnet.observer/csv/
2023-10-28,605772,1462464,41.4213,344089,564383,60.9673,https://mainnet.observer/csv/
2023-10-29,391873,1130368,34.6677,208567,410290,50.834,https://mainnet.observer/csv/
2023-10-30,400270,1265543,31.6283,212955,463202,45.9745,https://mainnet.observer/csv/
2023-10-31,319940,1219657,26.232,167753,433751,38.675,https://mainnet.observer/csv/
2023-11-01,357031,1310922,27.2351,197201,463644,42.5328,https://mainnet.observer/csv/
2023-11-02,267962,1248933,21.4553,118327,403541,29.3222,https://mainnet.observer/csv/
2023-11-03,415200,1338379,31.0226,213481,452354,47.1933,https://mainnet.observer/csv/
2023-11-04,809846,1795708,45.099,475606,698917,68.049,https://mainnet.observer/csv/
2023-11-05,711916,1625002,43.8102,458299,673375,68.06,https://mainnet.observer/csv/
2023-11-06,405103,1229217,32.9562,213577,439319,48.6155,https://mainnet.observer/csv/
2023-11-07,416793,1300052,32.0597,202462,450371,44.9545,https://mainnet.observer/csv/
2023-11-08,677683,1578478,42.9327,348295,583201,59.7213,https://mainnet.observer/csv/
2023-11-09,617031,1497531,41.2032,350458,573466,61.1123,https://mainnet.observer/csv/
2023-11-10,473527,1451263,32.6286,262953,523831,50.1981,https://mainnet.observer/csv/
2023-11-11,708101,1620502,43.6964,421441,627529,67.1588,https://mainnet.observer/csv/
2023-11-12,869491,1743434,49.8723,544427,703327,77.4074,https://mainnet.observer/csv/
2023-11-13,354781,1144779,30.9912,214996,428507,50.1733,https://mainnet.observer/csv/
2023-11-14,543602,1361441,39.9284,301968,523422,57.6911,https://mainnet.observer/csv/
2023-11-15,665206,1488300,44.6957,358290,561942,63.7592,https://mainnet.observer/csv/
2023-11-16,781569,1622682,48.1653,447567,628426,71.2203,https://mainnet.observer/csv/
2023-11-17,545711,1442110,37.8411,310787,536644,57.9131,https://mainnet.observer/csv/
2023-11-18,860866,1602449,53.7219,473687,629266,75.2761,https://mainnet.observer/csv/
2023-11-19,999763,1767449,56.5653,555742,710579,78.2097,https://mainnet.observer/csv/
2023-11-20,714887,1581845,45.1932,438328,640670,68.4171,https://mainnet.observer/csv/
2023-11-21,550178,1399760,39.3052,314621,522593,60.2038,https://mainnet.observer/csv/
2023-11-22,599979,1436294,41.7727,336403,535829,62.7818,https://mainnet.observer/csv/
2023-11-23,624449,1476414,42.295,394977,587706,67.2066,https://mainnet.observer/csv/
2023-11-24,652185,1560313,41.7983,396962,623898,63.6261,https://mainnet.observer/csv/
2023-11-25,785969,1539355,51.0583,442584,617234,71.7044,https://mainnet.observer/csv/
2023-11-26,726841,1424958,51.0079,420087,578484,72.6186,https://mainnet.observer/csv/
2023-11-27,531061,1228443,43.2304,284195,479487,59.2706,https://mainnet.observer/csv/
2023-11-28,392545,1207613,32.5059,218451,447662,48.7982,https://mainnet.observer/csv/
2023-11-29,238686,1041070,22.927,132044,360588,36.6191,https://mainnet.observer/csv/
2023-11-30,348696,1150590,30.3058,184342,411882,44.756,https://mainnet.observer/csv/
2023-12-01,462291,1407636,32.8417,255755,496468,51.5149,https://mainnet.observer/csv/
2023-12-02,461561,1253920,36.8094,240262,429362,55.9579,https://mainnet.observer/csv/
2023-12-03,812834,1751254,46.4144,535161,707876,75.601,https://mainnet.observer/csv/
2023-12-04,623009,1490805,41.7901,336528,570395,58.9991,https://mainnet.observer/csv/
2023-12-05,571683,1573242,36.3379,276498,514962,53.6929,https://mainnet.observer/csv/
2023-12-06,394755,1510572,26.1328,174199,467795,37.2383,https://mainnet.observer/csv/
2023-12-07,326982,1099998,29.7257,164951,372050,44.3357,https://mainnet.observer/csv/
2023-12-08,373767,1184358,31.5586,186179,411456,45.2488,https://mainnet.observer/csv/
2023-12-09,697095,1535019,45.4128,375984,587398,64.0084,https://mainnet.observer/csv/
2023-12-10,635615,1333932,47.6497,351050,536175,65.473,https://mainnet.observer/csv/
2023-12-11,447895,1330394,33.6663,250494,525486,47.669,https://mainnet.observer/csv/
2023-12-12,574700,1400399,41.0383,306494,543162,56.4277,https://mainnet.observer/csv/
2023-12-13,640512,1849870,34.6247,302823,587920,51.5075,https://mainnet.observer/csv/
2023-12-14,667179,1924867,34.661,287609,570985,50.3707,https://mainnet.observer/csv/
2023-12-15,819112,1694145,48.3496,426595,632636,67.4314,https://mainnet.observer/csv/
2023-12-16,965198,1679829,57.4581,499474,638144,78.2698,https://mainnet.observer/csv/
2023-12-17,906571,1553540,58.3552,476508,616808,77.2539,https://mainnet.observer/csv/
2023-12-18,852496,1633887,52.1759,447309,640936,69.79,https://mainnet.observer/csv/
2023-12-19,957623,1690827,56.6364,487003,662880,73.4677,https://mainnet.observer/csv/
2023-12-20,812891,1508400,53.8909,414860,582506,71.2199,https://mainnet.observer/csv/
2023-12-21,810305,1528599,53.0097,410876,588137,69.8606,https://mainnet.observer/csv/
2023-12-22,732040,1589241,46.0622,403907,625531,64.5703,https://mainnet.observer/csv/
2023-12-23,776634,1514618,51.2759,437210,608479,71.8529,https://mainnet.observer/csv/
2023-12-24,962086,1702125,56.5226,563752,723459,77.9245,https://mainnet.observer/csv/
2023-12-25,738564,1308511,56.4431,400566,535741,74.7686,https://mainnet.observer/csv/
2023-12-26,747981,1357630,55.0946,405710,553693,73.2735,https://mainnet.observer/csv/
2023-12-27,724412,1382389,52.4029,405875,545556,74.3966,https://mainnet.observer/csv/
2023-12-28,478033,1126505,42.4351,255023,417180,61.1302,https://mainnet.observer/csv/
2023-12-29,787069,1516775,51.891,406609,581449,69.9303,https://mainnet.observer/csv/
2023-12-30,714027,1371874,52.0476,392440,533823,73.515,https://mainnet.observer/csv/
2023-12-31,1105573,1694677,65.238,619998,731351,84.7743,https://mainnet.observer/csv/
2024-01-01,913076,1487993,61.3629,522831,657752,79.4876,https://mainnet.observer/csv/
2024-01-02,385125,1055534,36.4863,185185,367319,50.4153,https://mainnet.observer/csv/
2024-01-03,580635,1415795,41.0112,306939,502749,61.0521,https://mainnet.observer/csv/
2024-01-04,519857,1342138,38.7335,255023,482557,52.8483,https://mainnet.observer/csv/
2024-01-05,440458,1278824,34.4424,218410,420884,51.8932,https://mainnet.observer/csv/
2024-01-06,426441,1114708,38.2558,211847,382140,55.437,https://mainnet.observer/csv/
2024-01-07,386177,1049543,36.7948,192544,348688,55.2196,https://mainnet.observer/csv/
2024-01-08,456556,1194942,38.2074,222328,414359,53.6559,https://mainnet.observer/csv/
2024-01-09,496121,1277055,38.8488,252484,468088,53.9394,https://mainnet.observer/csv/
2024-01-10,360233,1063661,33.8673,187289,383774,48.8019,https://mainnet.observer/csv/
2024-01-11,465576,1261057,36.9195,236324,449075,52.6246,https://mainnet.observer/csv/
2024-01-12,351242,1075059,32.6719,179141,375872,47.6601,https://mainnet.observer/csv/
2024-01-13,930325,1648309,56.4412,522685,652483,80.1071,https://mainnet.observer/csv/
2024-01-14,716797,1405637,50.9945,476677,591806,80.5462,https://mainnet.observer/csv/
2024-01-15,411694,1104899,37.2608,237176,408499,58.0604,https://mainnet.observer/csv/
2024-01-16,568303,1225433,46.3757,319048,470122,67.8649,https://mainnet.observer/csv/
2024-01-17,489566,1175963,41.6311,272738,449415,60.6873,https://mainnet.observer/csv/
2024-01-18,573063,1321237,43.3732,295263,484017,61.0026,https://mainnet.observer/csv/
2024-01-19,524608,1252724,41.8774,291409,460763,63.2449,https://mainnet.observer/csv/
2024-01-20,679715,1440233,47.1948,412536,563331,73.2315,https://mainnet.observer/csv/
2024-01-21,777040,1455837,53.3741,470820,600202,78.4436,https://mainnet.observer/csv/
2024-01-22,523819,1279531,40.9384,276500,457620,60.4213,https://mainnet.observer/csv/
2024-01-23,424032,1112599,38.1118,193169,368462,52.4258,https://mainnet.observer/csv/
2024-01-24,362453,1067914,33.9403,186179,372499,49.9811,https://mainnet.observer/csv/
2024-01-25,296393,1004893,29.495,160223,340188,47.0984,https://mainnet.observer/csv/
2024-01-26,533329,1341086,39.7684,306939,493218,62.2319,https://mainnet.observer/csv/
2024-01-27,659325,1527447,43.1652,438905,597446,73.4635,https://mainnet.observer/csv/
2024-01-28,739327,1601353,46.1689,486384,636523,76.4126,https://mainnet.observer/csv/
2024-01-29,573143,1452314,39.4641,399282,575203,69.4158,https://mainnet.observer/csv/
2024-01-30,505673,1334902,37.8809,335599,523509,64.1057,https://mainnet.observer/csv/
